Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,date,country
266,0.71,Ideal,E,SI1,61.3,55.0,2792.0,5.72,5.77,3.52,2022-09-18,Bangladesh
267,0.7,Premium,F,VS1,62.1,60.0,2792.0,5.71,5.65,3.53,2022-09-12,Puerto Rico
268,,Premium,F,VS1,60.7,60.0,2792.0,5.78,5.75,3.5,2022-09-17,French Guiana
269,0.76,Premium,H,VVS2,59.6,57.0,2792.0,5.91,5.86,3.51,2022-09-24,St. Helena
270,0.7,Ideal,F,VS1,62.2,56.0,2792.0,5.73,5.68,3.55,2022-09-26,Barbados
271,0.79,,G,SI1,60.6,57.0,2793.0,5.98,6.06,,2022-09-08,Cote D`ivoire
272,0.7,Very Good,E,VS2,62.9,57.0,2793.0,5.66,5.69,3.57,2022-09-06,Hungary
273,0.7,Good,E,VS2,64.1,55.0,2793.0,5.6,5.66,,2022-09-01,Ethiopia
274,0.76,Ideal,I,VS2,61.3,56.0,2793.0,5.87,5.91,3.61,2022-09-13,Bosnia And Herzegowina
275,0.73,Ideal,H,VS2,62.7,55.0,2793.0,5.72,5.76,3.6,2022-09-28,Slovenia
276,0.79,,E,SI1,63.2,56.0,2794.0,5.91,5.86,3.72,2022-09-17,Chile
277,0.71,Very Good,E,VS2,60.7,56.0,2795.0,5.81,5.82,3.53,2022-09-23,Anguilla
278,0.81,Premium,I,VVS2,61.9,60.0,2795.0,5.91,5.86,3.64,2103-12-05,Pitcairn
279,0.81,Ideal,F,SI2,62.6,55.0,2795.0,5.92,5.96,3.72,2096-10-23,Vatican City State
280,0.72,Good,F,VS1,60.7,60.0,2795.0,5.74,5.72,3.48,2022-09-07,Nigeria
281,0.72,Premium,D,SI2,62.0,60.0,2795.0,5.73,5.69,3.54,2022-09-16,Myanmar
282,0.72,Premium,I,IF,63.0,57.0,2795.0,5.72,5.7,3.6,2022-09-21,Switzerland
283,0.81,Premium,H,VS2,,59.0,,6.17,6.13,3.57,2022-09-11,Bosnia And Herzegowina
284,0.72,Premium,G,VS2,62.9,57.0,2795.0,5.73,,3.58,2022-09-09,Pitcairn
285,1.0,,I,SI2,58.2,60.0,2795.0,6.61,6.55,3.83,2022-09-02,United States
286,0.73,Good,E,SI1,63.2,58.0,,,5.76,3.62,2022-08-31,Kazakhstan
287,0.81,Very Good,H,SI2,61.3,59.0,2797.0,5.94,6.01,3.66,2022-09-04,Viet Nam
288,0.81,Very Good,E,SI1,60.3,60.0,2797.0,6.07,6.1,3.67,2022-09-22,Montserrat
289,0.71,Premium,D,SI1,62.7,,2797.0,5.67,5.71,3.57,2022-09-24,Germany
290,0.71,Premium,D,SI1,61.3,58.0,2797.0,5.73,5.75,3.52,2022-08-30,Niue
291,0.71,Premium,D,SI1,61.6,60.0,2797.0,,5.69,3.52,2022-09-03,Cameroon
292,0.57,,F,VVS2,61.9,55.0,2797.0,5.34,5.35,3.31,2022-09-01,Morocco
293,0.51,Ideal,D,VVS1,61.7,56.0,2797.0,5.12,5.16,,2022-09-03,Yugoslavia
294,0.72,Ideal,G,VS2,61.9,58.0,2797.0,5.72,5.75,3.55,2022-09-04,Faroe Islands
295,0.74,Ideal,H,VS1,61.8,58.0,2797.0,5.77,5.81,3.58,,Trinidad And Tobago
296,0.74,Ideal,H,VS1,61.6,56.0,2797.0,5.81,5.82,3.58,2022-09-16,American Samoa
297,0.7,Fair,G,VVS1,58.8,66.0,2797.0,5.81,,3.44,2022-09-26,Togo
298,0.8,Premium,F,SI2,61.0,57.0,2797.0,6.03,6.01,3.67,2022-09-23,China
299,1.01,Fair,E,SI2,67.4,60.0,2797.0,6.19,6.05,4.13,2022-09-05,Kuwait
300,0.8,Very Good,H,VS2,63.4,60.0,2797.0,5.92,5.82,3.72,2022-09-20,Namibia
301,0.77,Ideal,I,VS1,61.5,59.0,2798.0,5.87,5.91,3.62,2022-09-07,Slovakia
302,0.83,Very Good,E,SI2,58.0,62.0,2799.0,6.19,6.25,3.61,2022-09-23,New Zealand
303,0.82,Ideal,F,SI2,62.4,54.0,,5.97,6.02,3.74,2022-09-26,Malawi
304,0.78,Ideal,D,SI1,61.9,57.0,2799.0,5.91,5.86,3.64,2022-09-14,Mauritania
305,0.6,,G,IF,61.6,56.0,2800.0,5.43,5.46,3.35,2022-09-06,Zaire
306,0.9,Good,I,SI2,62.2,59.0,2800.0,,6.11,3.79,2022-09-19,Kenya
307,0.7,,E,VS1,62.2,58.0,2800.0,5.6,5.66,3.5,2022-09-11,Lesotho
308,0.9,Very Good,I,SI2,61.3,56.0,2800.0,6.17,6.23,3.8,2022-09-15,Slovakia
309,0.83,Ideal,G,SI1,62.3,57.0,2800.0,5.99,6.08,3.76,2022-09-05,Cambodia
310,0.83,Ideal,G,SI1,61.8,57.0,2800.0,6.03,6.07,3.74,2022-09-07,Costa Rica
311,0.83,Very Good,H,SI1,62.5,59.0,,5.95,6.02,3.74,2022-09-24,Barbados
312,0.74,Premium,G,VS1,62.9,60.0,2800.0,5.74,5.68,3.59,2022-09-14,Bouvet Island
313,0.79,Ideal,I,VS1,61.8,59.0,2800.0,5.92,5.95,3.67,2022-09-03,Tonga
314,0.61,Ideal,G,IF,62.3,56.0,2800.0,5.43,5.45,3.39,2022-09-05,Colombia
315,0.76,Fair,G,VS1,59.0,70.0,2800.0,5.89,5.8,3.46,2022-09-10,St. Helena
316,0.96,Ideal,F,I1,60.7,55.0,2801.0,6.37,6.41,,2022-09-24,Poland
317,0.73,Ideal,F,VS2,62.5,55.0,2801.0,5.8,5.76,3.61,2022-09-18,Cook Islands
318,,Premium,F,VS2,62.7,58.0,2801.0,5.76,5.7,3.59,2107-01-12,Israel
319,0.75,Ideal,H,SI1,60.4,57.0,2801.0,5.93,5.96,3.59,2022-09-05,San Marino
320,0.71,Premium,F,VS2,62.1,58.0,2801.0,5.7,5.67,3.53,,Hong Kong
321,0.71,Good,F,VS2,57.8,60.0,2801.0,5.9,5.87,3.4,2111-08-27,Bahrain
322,0.71,Good,F,VS2,63.8,58.0,2801.0,5.64,5.61,3.59,2022-09-04,Somalia
323,0.71,Premium,F,VS2,62.8,57.0,2801.0,5.69,5.64,3.56,2022-09-02,United Arab Emirates
324,1.04,Premium,G,I1,62.2,58.0,2801.0,6.46,6.41,4.0,2022-08-30,Iraq
325,1.0,Premium,,SI2,62.3,,2801.0,6.45,6.34,3.98,2022-09-27,Afghanistan
326,0.87,Very Good,G,SI2,59.9,58.0,2802.0,6.19,6.23,,2022-09-11,Nicaragua
327,0.53,,F,IF,61.9,54.0,2802.0,5.22,5.25,3.24,2022-09-08,Turkey
328,0.72,,E,VS2,63.0,55.0,2802.0,5.79,5.61,3.59,2022-09-20,Congo
329,0.72,,F,VS1,62.4,58.0,2802.0,5.83,,3.6,2022-09-15,Trinidad And Tobago
330,0.7,Very Good,F,,62.9,58.0,2803.0,5.63,5.65,,,Azerbaijan
331,0.74,Very Good,E,,63.5,56.0,2803.0,5.74,5.79,3.66,2022-08-31,Montserrat
332,0.71,,G,VS2,61.3,56.0,2803.0,5.75,5.71,3.51,2022-09-09,Rwanda
333,0.73,Ideal,E,SI1,60.6,54.0,2803.0,5.84,5.89,3.55,2022-09-03,Macedonia
334,0.7,Good,G,VS1,65.1,58.0,2803.0,5.56,5.59,3.63,2022-09-18,Afghanistan
335,0.71,Premium,F,VS2,62.6,58.0,2803.0,5.7,5.67,3.56,2022-09-10,Turkmenistan
336,0.71,Premium,F,VS2,58.0,62.0,2803.0,5.85,5.81,3.38,2022-09-26,Montserrat
337,0.71,Premium,G,VS1,62.4,61.0,2803.0,5.7,5.65,3.54,2022-09-16,Mauritius
338,0.77,Premium,G,VS2,61.3,57.0,2803.0,5.93,5.88,3.62,2022-09-05,Virgin Islands (British)
339,0.71,Premium,G,VS2,59.9,,2803.0,5.81,5.77,3.47,2022-09-17,Virgin Islands (U.S.)
340,0.78,,G,VS2,60.8,58.0,,6.03,5.95,3.64,2022-09-23,Namibia
341,0.71,Very Good,G,VS1,63.5,55.0,,,5.64,3.59,2022-09-01,Micronesia
342,0.91,Ideal,D,SI2,,57.0,2803.0,6.21,6.15,,2022-09-13,Greece
343,0.71,Very Good,E,VS2,63.8,58.0,,5.62,5.66,3.6,2022-09-10,Pitcairn
344,0.71,Very Good,E,VS2,64.0,57.0,2804.0,5.66,,3.63,2022-09-02,Egypt
345,0.8,Very Good,E,SI2,62.5,56.0,2804.0,,,3.7,2022-09-13,Uruguay
346,0.7,Very Good,D,SI1,62.3,58.0,2804.0,5.69,5.73,3.56,2022-09-28,Moldova
347,0.72,Ideal,F,VS1,61.7,57.0,2804.0,5.74,5.77,3.55,2022-08-31,Bhutan
348,0.72,Very Good,F,VS1,62.2,,2804.0,5.75,5.7,3.56,2022-09-05,Djibouti
349,0.82,Ideal,H,VS2,61.5,56.0,2804.0,6.01,6.08,3.72,2022-09-13,India
350,,Ideal,D,SI1,61.0,59.0,2804.0,5.68,5.7,3.47,2022-09-27,Ukraine
351,0.72,Ideal,D,SI1,62.2,56.0,2804.0,5.74,5.77,3.58,,Uganda
352,0.72,Ideal,,SI1,61.5,54.0,2804.0,5.77,5.8,3.56,2022-09-04,French Polynesia
353,0.9,Fair,I,SI1,67.3,59.0,2804.0,5.93,5.84,3.96,2022-09-01,Bermuda
354,0.74,Premium,F,VS2,,58.0,2805.0,5.85,5.78,3.59,2022-09-18,Seychelles
355,0.74,Premium,F,,61.9,56.0,2805.0,5.8,5.77,3.58,2022-09-27,Canada
356,0.73,,E,SI2,61.8,58.0,2805.0,5.77,5.81,3.58,2022-08-30,Palau
357,0.57,,E,VVS1,58.7,66.0,,5.34,,3.16,2107-02-14,Dominica
358,0.73,Premium,F,VS2,62.5,57.0,2805.0,5.75,5.7,3.58,2022-09-01,Hungary
359,0.72,Ideal,G,VS2,,56.0,2805.0,,5.7,3.59,2022-09-17,Equatorial Guinea
360,0.74,Fair,,VS2,61.1,68.0,2805.0,5.82,5.75,3.53,2022-09-05,Guinea-bissau
361,0.82,Good,,VS2,64.0,57.0,2805.0,5.92,5.89,3.78,2022-09-25,Sao Tome
362,0.81,Very Good,G,SI1,62.5,60.0,2806.0,5.89,5.94,3.69,2022-09-13,Netherlands
363,0.75,Very Good,H,VVS1,60.6,,2806.0,5.85,,3.56,2022-09-16,Mali
364,0.7,Ideal,F,SI1,61.6,55.0,2806.0,,5.74,3.53,2022-09-10,Cameroon
365,0.71,Very Good,F,VS1,62.2,58.0,2807.0,5.66,5.72,3.54,2022-09-15,Christmas Island
366,0.71,Very Good,F,VS1,60.0,57.0,2807.0,5.84,5.9,3.52,2022-09-05,St. Helena
367,0.93,Premium,J,SI2,,,2807.0,6.21,6.19,3.84,2022-09-07,Antigua And Barbuda
368,0.8,Very Good,H,,62.8,57.0,2808.0,5.87,5.91,3.7,2022-09-01,Turkmenistan
369,0.7,Very Good,F,VS1,62.0,,2808.0,5.64,5.71,3.52,2022-09-24,Paraguay
370,1.0,Fair,G,I1,66.4,59.0,2808.0,6.16,6.09,4.07,2022-09-06,Saudi Arabia
371,0.75,Very Good,G,VS2,63.4,56.0,2808.0,5.78,,3.65,2022-09-01,Tunisia
372,0.58,Ideal,E,VVS2,60.9,56.0,2808.0,5.41,5.43,3.3,2022-08-31,Zambia
373,0.73,Very Good,D,SI1,63.1,57.0,2808.0,5.74,5.7,3.61,2022-09-06,Korea (South)
374,0.81,Very Good,F,SI1,,59.0,2809.0,5.85,5.79,3.67,2022-09-19,Tunisia
375,0.81,Premium,D,SI2,59.2,57.0,2809.0,6.15,6.05,3.61,2022-09-11,India
376,0.71,Premium,F,SI1,60.7,54.0,2809.0,5.84,5.8,3.53,2022-09-18,Spain
377,1.2,Fair,F,,64.6,56.0,2809.0,6.73,6.66,4.33,2022-09-14,Singapore
378,0.7,Very Good,F,VS1,61.8,56.0,2810.0,5.63,5.7,3.5,2022-09-13,Gibraltar
379,0.7,Very Good,,VS1,59.9,60.0,2810.0,5.77,5.84,3.48,2022-08-31,Armenia
380,,Ideal,D,SI2,61.7,55.0,2810.0,5.81,5.85,,2022-09-06,Senegal
381,0.7,Good,F,VS1,62.8,61.0,2810.0,,5.61,3.51,2022-09-01,Mayotte
382,0.8,Good,G,SI1,62.7,57.0,2810.0,5.84,5.93,3.69,2022-09-10,Andorra
383,0.75,,F,SI1,63.4,58.0,2811.0,5.72,5.76,3.64,2022-09-21,Maldives
384,0.83,Very Good,D,SI1,63.5,54.0,2811.0,5.98,5.95,3.79,2022-09-06,Macau
385,,Fair,J,VS2,65.7,59.0,,6.14,6.07,4.01,2022-08-30,French Polynesia
386,0.99,Fair,I,SI2,68.1,56.0,2811.0,6.21,6.06,4.18,2022-09-09,Maldives
387,0.7,Very Good,G,VS1,63.0,60.0,2812.0,5.57,5.64,3.53,2022-09-03,United Kingdom
388,0.7,Very Good,,VS2,59.5,58.0,2812.0,5.75,5.85,3.45,2022-09-10,St. Helena
389,0.7,Good,E,SI1,63.5,59.0,2812.0,5.49,5.53,3.5,2022-09-19,Antarctica
390,,Very Good,F,VS2,,,2812.0,5.63,5.69,3.49,2022-09-23,Morocco
391,0.32,Premium,I,SI1,62.7,58.0,554.0,4.37,4.34,2.73,2022-09-14,Mauritania
392,0.32,,I,SI1,62.8,58.0,554.0,4.39,4.34,2.74,2022-09-04,Faroe Islands
393,,Ideal,I,SI1,62.4,57.0,554.0,4.37,4.35,2.72,2022-08-30,Uganda
394,0.32,,I,SI1,61.0,59.0,554.0,4.39,4.36,2.67,2022-09-26,Germany
395,0.32,Very Good,I,SI1,63.1,56.0,554.0,4.39,4.36,2.76,2022-08-30,Norway
396,0.32,Ideal,,SI1,60.7,57.0,554.0,4.47,4.42,2.7,2022-09-09,Norfolk Island
397,0.3,Premium,H,SI1,60.9,59.0,554.0,4.31,4.29,2.62,2022-09-21,Senegal
398,,,H,SI1,60.1,55.0,554.0,4.41,4.38,2.64,2022-09-16,Mozambique
399,0.3,Premium,H,SI1,62.9,58.0,554.0,4.28,4.24,2.68,2022-09-06,Panama
400,0.3,Very Good,H,SI1,63.3,56.0,554.0,4.29,4.27,2.71,2022-09-23,Viet Nam
401,,Good,H,SI1,63.8,55.0,554.0,4.26,4.2,2.7,2022-09-27,Bahamas
402,0.3,Ideal,H,SI1,62.9,57.0,554.0,4.27,4.22,2.67,2022-09-15,Gambia
403,0.3,Very Good,H,,63.4,60.0,554.0,4.25,,2.69,2022-09-07,Congo
404,0.32,Good,I,SI1,,55.0,554.0,4.36,4.34,2.78,2022-09-03,Finland
405,0.33,Ideal,H,SI2,61.4,56.0,554.0,4.85,4.79,2.95,2022-09-22,Bermuda
406,0.29,Very Good,E,VS1,61.9,55.0,555.0,4.28,4.33,2.66,2022-09-24,Yemen
407,0.29,Very Good,E,VS1,62.4,55.0,555.0,4.2,4.25,2.63,2022-08-30,Turkmenistan
408,0.31,Very Good,F,SI1,61.8,58.0,555.0,4.32,4.35,2.68,2022-09-11,Jordan
409,0.34,Ideal,H,VS2,61.5,56.0,555.0,4.47,4.5,2.76,2022-09-07,Bahrain
410,0.34,Ideal,H,VS2,60.4,57.0,555.0,4.54,4.57,2.75,2022-09-04,Chile
411,0.34,,I,VS1,61.8,55.0,555.0,4.48,4.52,,2022-09-11,Northern Mariana Islands
412,0.34,Ideal,I,VS1,62.0,56.0,555.0,4.5,4.53,2.8,2022-09-15,Brunei Darussalam
413,0.3,Ideal,G,VS1,62.3,56.0,555.0,4.29,4.31,2.68,2022-09-02,Papua New Guinea
414,0.29,Ideal,,VS1,61.6,56.0,555.0,4.26,4.31,2.64,2094-07-16,Zimbabwe
415,0.35,Ideal,G,SI1,60.6,56.0,555.0,4.56,,2.77,2022-09-05,New Zealand
416,0.43,Very Good,E,I1,58.4,62.0,555.0,,5.0,2.9,2022-09-12,St.Pierre
417,0.32,Very Good,F,VS2,61.4,58.0,556.0,4.37,,2.7,2022-09-16,Italy
418,0.36,Ideal,I,VS2,,,556.0,4.54,4.57,,2022-09-13,Sierra Leone
419,0.3,Ideal,G,VS2,62.0,56.0,556.0,4.28,4.3,2.66,2022-09-14,Falkland Islands (Malvinas)
420,0.26,Ideal,E,VS1,61.5,57.0,556.0,4.09,,,2022-09-26,Ecuador
421,0.7,Very Good,F,VS2,62.3,58.0,2812.0,5.64,5.72,3.54,2022-09-04,Lithuania
422,0.7,Very Good,F,VS2,60.9,61.0,2812.0,5.66,5.71,3.46,2022-09-02,Botswana
423,0.71,,D,,62.4,57.0,2812.0,5.69,5.72,3.56,2022-09-21,French Polynesia
424,0.99,Fair,J,SI1,55.0,61.0,2812.0,6.72,6.67,3.68,2022-09-16,Kenya
425,0.73,Premium,E,VS2,58.6,60.0,2812.0,5.92,5.89,3.46,2022-09-07,Iceland
426,0.51,Ideal,F,VVS1,62.0,57.0,2812.0,5.15,5.11,3.18,2022-09-13,Chad
427,0.91,Premium,G,SI2,59.8,58.0,2813.0,6.3,6.29,3.77,2022-09-10,Guatemala
428,,Very Good,E,SI1,63.4,55.0,2813.0,,5.95,3.79,2022-09-08,Zimbabwe
429,0.91,Good,I,VS2,64.3,58.0,2813.0,6.09,6.05,3.9,2022-09-02,Estonia
430,,Premium,E,SI1,62.2,59.0,2814.0,5.86,5.81,3.63,2022-09-21,Nicaragua
431,0.76,Ideal,E,SI1,61.7,57.0,2814.0,5.88,5.85,3.62,2022-09-10,Yemen
432,0.75,Premium,E,SI1,61.1,59.0,2814.0,5.86,5.83,3.57,2022-09-12,Cote D`ivoire
433,0.55,Very Good,D,VVS1,61.5,56.0,2815.0,5.23,5.27,3.23,2022-08-31,Albania
434,0.76,Very Good,F,SI2,58.5,62.0,2815.0,5.93,6.01,3.49,2022-09-26,Romania
435,0.74,Premium,G,VS1,61.7,58.0,2815.0,5.79,5.81,3.58,2022-09-14,Aruba
436,,Ideal,H,SI1,60.4,56.0,2815.0,5.75,5.81,,2022-09-17,Greenland
437,0.7,Ideal,H,SI1,61.4,56.0,,5.7,5.76,3.52,2022-09-09,Lithuania
438,0.7,Ideal,H,SI1,61.5,55.0,2815.0,5.73,5.79,3.54,,Armenia
439,0.7,Ideal,H,SI1,61.4,56.0,,5.72,5.77,3.53,2022-09-01,Burundi
440,0.9,Fair,J,,65.0,56.0,2815.0,6.08,6.04,3.94,2022-09-21,Bolivia
441,0.95,Fair,F,SI2,56.0,60.0,2815.0,6.62,6.53,3.68,2022-09-22,Antigua And Barbuda
442,0.89,Premium,H,SI2,60.2,59.0,,6.26,6.23,3.76,2022-09-27,Bulgaria
443,0.72,Premium,E,VS2,,58.0,2815.0,5.99,5.92,3.47,2022-09-05,Canada
444,,Fair,E,SI2,53.1,63.0,2815.0,6.73,6.65,3.55,2022-09-11,Canada
445,1.02,Premium,G,I1,60.3,58.0,2815.0,6.55,6.5,3.94,2022-09-03,Norway
446,0.78,Very Good,I,VVS2,61.4,56.0,2816.0,,5.95,3.64,2022-09-18,Mayotte
447,0.61,Ideal,,VVS2,60.1,57.0,2816.0,5.52,5.54,3.32,2022-09-07,Bosnia And Herzegowina
448,0.71,Good,D,VS1,63.4,55.0,2816.0,5.61,5.69,3.58,2022-09-05,Bosnia And Herzegowina
449,0.78,Premium,F,SI1,61.5,59.0,2816.0,5.96,5.88,3.64,2022-09-06,San Marino
450,0.87,Ideal,H,SI2,62.7,56.0,,6.16,6.13,3.85,2022-09-21,France
451,0.83,Ideal,H,SI1,62.5,55.0,2816.0,6.04,6.0,3.76,2022-09-04,Dominican Republic
452,0.71,Premium,E,SI1,61.3,56.0,2817.0,5.78,5.73,3.53,2086-03-03,Turkmenistan
453,0.71,Ideal,I,VVS2,60.2,56.0,2817.0,5.84,5.89,,2022-09-16,Panama
454,0.71,Ideal,E,VS2,62.7,57.0,2817.0,5.66,5.64,3.54,2091-08-07,Colombia
455,0.71,Premium,E,VS2,62.3,58.0,2817.0,,5.65,3.53,2022-09-28,Yugoslavia
456,0.63,,F,VVS2,61.5,56.0,2817.0,5.48,5.52,3.38,2022-09-03,Iceland
457,0.71,Premium,E,SI1,59.2,59.0,2817.0,5.86,5.83,3.46,2022-09-24,Algeria
458,0.71,Premium,E,SI1,61.8,59.0,2817.0,5.75,5.7,3.54,2022-09-12,Algeria
459,0.71,Ideal,,SI1,61.3,,2817.0,5.77,5.72,3.52,2022-09-24,El Salvador
460,0.71,Premium,E,SI1,61.4,58.0,2817.0,5.77,5.73,3.53,2022-09-09,Saudi Arabia
461,0.9,Ideal,J,VS2,62.8,55.0,2817.0,6.2,6.16,3.88,2022-09-13,Guinea
462,0.71,,E,SI1,62.8,64.0,2817.0,5.6,5.54,3.5,2022-09-23,Moldova
463,0.7,Premium,E,VS2,62.4,61.0,2818.0,5.66,,3.52,2022-09-21,Uganda
464,0.7,Premium,,VS2,59.3,,2818.0,5.78,5.73,3.41,2022-09-07,Turkey
465,0.7,Premium,E,VS2,63.0,60.0,2818.0,5.64,5.6,3.54,2022-09-14,Greenland
466,1.0,Premium,H,I1,61.3,60.0,2818.0,6.43,6.39,3.93,2022-09-20,Benin
467,,Premium,F,SI2,59.3,62.0,2818.0,6.36,6.22,3.73,2022-09-27,Martinique
468,0.8,,H,,61.0,,2818.0,6.07,6.0,3.68,2022-09-27,Costa Rica
469,0.7,Ideal,E,VS1,62.9,57.0,2818.0,5.66,5.61,3.54,2022-09-04,Grenada
470,0.7,Premium,E,VS1,59.6,57.0,2818.0,5.91,5.83,3.5,2022-09-09,Cocos Islands
471,0.7,Premium,F,VS2,61.8,60.0,2818.0,5.69,5.64,3.5,2022-09-18,Namibia
472,0.7,Premium,E,VS1,62.7,57.0,2818.0,5.68,5.64,3.55,2091-09-21,Cape Verde
473,1.0,Fair,,SI2,65.3,62.0,2818.0,,6.12,4.08,2022-09-11,Togo
474,0.72,Very Good,G,VS1,63.8,58.0,2819.0,5.64,,3.61,,Cambodia
475,0.72,Ideal,H,VS1,62.3,56.0,2819.0,5.73,5.77,3.58,2022-09-12,American Samoa
476,0.7,Good,F,VS1,59.7,63.0,2819.0,5.76,5.79,3.45,2022-09-01,Myanmar
477,0.86,Good,F,SI2,64.3,60.0,2819.0,5.97,,3.83,2022-09-02,Benin
478,0.71,Ideal,G,VS1,62.9,58.0,2820.0,5.66,5.69,3.57,2022-09-14,Solomon Islands
479,0.75,Ideal,E,SI1,62.0,57.0,2821.0,5.8,5.78,3.59,2022-09-27,Tanzania
480,0.73,Premium,E,VS2,61.6,59.0,2821.0,5.77,5.73,3.54,2022-09-07,Puerto Rico
481,0.53,Ideal,E,VVS1,61.9,55.0,2821.0,5.2,5.21,3.22,2022-09-18,Samoa
482,0.73,Premium,E,SI1,61.3,58.0,2821.0,5.83,5.76,3.55,2022-09-20,Jamaica
483,0.73,Good,E,SI1,63.6,57.0,2821.0,5.72,5.7,3.63,2022-09-24,New Zealand
484,0.73,Premium,E,SI1,59.6,,2821.0,5.92,5.85,3.51,2022-09-21,Virgin Islands (British)
485,0.73,Premium,E,SI1,62.2,59.0,2821.0,5.77,5.68,3.56,2022-09-04,Benin
486,,Premium,D,SI1,61.7,55.0,2821.0,5.84,5.82,3.6,2022-09-07,Tanzania
487,0.73,Very Good,E,SI1,63.2,58.0,2821.0,5.76,5.7,3.62,2022-09-10,French S. Territories
488,0.7,Premium,E,VS1,60.8,60.0,2822.0,5.74,5.71,3.48,2022-09-08,St. Helena
489,0.72,Premium,E,VS2,60.3,59.0,,5.84,5.8,3.51,2022-09-14,Lebanon
490,0.72,Premium,E,VS2,60.9,60.0,2822.0,5.8,5.76,3.52,2022-09-13,Cook Islands
491,0.72,Premium,E,VS2,62.4,59.0,,5.77,5.7,3.58,2022-09-17,Cyprus
492,0.7,Premium,E,VS2,60.2,60.0,,5.73,5.7,3.44,2022-09-08,Rwanda
493,0.6,Ideal,F,VVS2,62.0,55.0,2822.0,5.37,5.4,3.34,2022-08-30,Bangladesh
494,0.74,Ideal,I,VVS1,60.8,57.0,2822.0,5.85,5.89,3.57,2022-09-02,Laos
495,0.73,Ideal,F,SI1,62.1,55.0,2822.0,5.75,,,,Singapore
496,0.71,Premium,D,SI1,62.7,60.0,2822.0,5.71,5.67,3.57,2022-09-09,Saint Kitts And Nevis
497,0.71,Premium,D,SI1,61.3,58.0,2822.0,5.75,5.73,3.52,2022-09-08,Equatorial Guinea
498,0.7,Premium,D,SI1,60.2,,,5.82,5.75,3.48,2022-09-08,Benin
499,0.7,Ideal,D,SI1,60.7,56.0,2822.0,5.75,5.72,3.48,2022-09-07,Taiwan
500,0.9,Good,J,,64.0,61.0,2822.0,6.04,6.03,3.86,2022-09-14,Mauritius
501,0.71,Ideal,D,SI1,60.2,56.0,2822.0,5.86,5.83,3.52,2022-09-16,Dominican Republic
502,0.7,Premium,E,VS2,61.5,59.0,2822.0,,5.68,3.51,2022-09-13,Sudan
503,0.7,Premium,E,VS2,62.6,56.0,2822.0,5.71,5.66,3.56,,Malta
504,0.7,Ideal,,,59.7,58.0,2822.0,5.82,5.77,3.46,,Bangladesh
505,0.7,Good,E,SI1,61.4,64.0,2822.0,5.71,5.66,3.49,2022-09-16,Burkina Faso
506,0.7,Ideal,D,SI1,62.5,57.0,2822.0,5.62,5.59,3.51,2022-09-27,Togo
507,0.7,Ideal,D,SI1,61.8,56.0,2822.0,5.73,5.63,,2022-09-22,Chile
508,,Premium,E,VS2,60.7,62.0,2822.0,5.72,5.68,3.46,2022-09-28,Croatia
509,0.7,Premium,F,VS2,60.6,58.0,2822.0,5.8,5.72,,2022-09-10,Rwanda
510,0.7,Ideal,D,SI1,61.4,54.0,2822.0,5.75,5.71,3.52,2022-09-26,Cook Islands
511,0.79,Very Good,D,SI2,62.8,59.0,2823.0,5.86,5.9,3.69,2022-09-28,Costa Rica
512,0.9,Good,I,SI1,63.8,57.0,,6.06,,3.89,2022-09-02,Micronesia
513,0.71,Premium,,VS2,62.3,58.0,2823.0,5.71,5.66,3.54,2022-09-23,Guadeloupe
514,,Ideal,E,VVS2,61.3,54.0,2823.0,5.51,5.59,3.4,2022-09-07,Laos
515,0.9,Fair,,SI2,,54.0,2823.0,6.05,5.98,3.96,2022-09-01,Somalia
516,0.71,Ideal,E,SI1,60.5,56.0,2823.0,5.77,5.73,3.47,,Denmark
517,0.71,Premium,D,VS2,61.2,59.0,2824.0,5.74,5.69,,2022-09-17,Seychelles
518,0.77,Ideal,I,VVS2,62.1,57.0,2824.0,5.84,5.86,3.63,2022-09-22,Martinique
519,0.74,Good,E,VS1,63.1,58.0,2824.0,5.73,5.75,3.62,2022-09-19,Bolivia
520,0.82,Ideal,F,SI2,62.4,54.0,2824.0,6.02,5.97,3.74,2022-09-02,Indonesia
521,0.82,,E,SI2,60.8,60.0,2824.0,,6.03,3.67,2022-09-18,Mali
522,0.71,,G,VS1,62.2,59.0,2825.0,5.73,5.66,3.54,2022-08-31,Italy
523,0.83,Premium,H,SI1,60.0,59.0,2825.0,,6.05,3.64,2099-08-26,Falkland Islands (Malvinas)
524,,Very Good,G,VS1,62.0,57.0,2825.0,5.75,5.8,3.58,2022-09-28,Zaire
525,0.83,Premium,H,SI1,62.5,59.0,2825.0,6.02,5.95,3.74,2022-09-14,Faroe Islands
526,1.17,Premium,J,I1,,,2825.0,6.9,6.83,4.13,2022-09-26,Lebanon
527,0.91,Fair,H,SI2,61.3,67.0,2825.0,6.24,6.19,3.81,2022-09-28,Slovakia
528,0.73,Premium,E,VS1,62.6,,2826.0,5.75,5.68,3.58,2022-09-20,Anguilla
529,0.7,Good,E,VS1,57.2,59.0,2826.0,5.94,5.88,3.38,2022-09-06,Cocos Islands
530,0.9,Premium,I,SI2,62.2,59.0,2826.0,6.11,6.07,3.79,2022-09-16,Cote D`ivoire
531,,Premium,,VS1,62.2,58.0,2826.0,5.66,5.6,3.5,2022-09-10,Singapore
